ID_GAME;GAME;ID_PLATFORM;YEAR_RELEASE;GENRE;ID_PUBLISHER;PUBLISHER;NA_SALES;EU_SALES;JP_SALES;OTHER_SALES;GLOBAL_SALES;CRITIC_SCORE;CRITIC_COUNT;USER_SCORE;USER_COUNT;ID_DEVELOPER;DEVELOPER;RATING
hajimenoippothefighting2014;Hajime no Ippo: The Fighting! (2014);PS3;01/01/2014;Sports;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
gameofthronestelltale;Game of Thrones (Telltale);X360;01/01/2015;Adventure;telltalegames;Telltale Games;20000;0;0;0;30000;;;;;;;
dancefactory;Dance Factory;PS2;01/01/2006;Action;codemasters;Codemasters;20000;10000;0;0;30000;56;22;5.8;8;broadswordinteractive;Broadsword Interactive;E
totallyspies;Totally Spies!;GBA;01/01/2005;Platform;atari;Atari;20000;10000;0;0;30000;;;;;;;
jigapixwildworld;Jig-A-Pix: Wild World;DS;01/01/2009;Puzzle;zushigames;Zushi Games;30000;0;0;0;30000;;;;;framestudiosinteractive;Frame Studios Interactive;E
dragonheartfiresteel;DragonHeart: Fire & Steel;PS;01/01/1996;Action;acclaimentertainment;Acclaim Entertainment;20000;10000;0;0;30000;;;;;;;
chaosheadlovechuchu;Chaos,Head - Love Chu*Chu!;X360;01/01/2010;Adventure;5pb;5pb;0;0;30000;0;30000;;;;;;;
nishijinpachinkomonogatari2;Nishijin Pachinko Monogatari 2;SNES;01/01/1996;Misc;kss;KSS;0;0;30000;0;30000;;;;;;;
thewalkingdeadseasonone;The Walking Dead: Season One;PC;01/01/2012;Adventure;avanquestsoftware;Avanquest Software;0;30000;0;10000;30000;;;;;;;
hyperdimensionneptuniarebirth2;Hyperdimension Neptunia Re,Birth 2;PSV;01/01/2014;Action;ideafactoryinternational;Idea Factory International;20000;10000;0;10000;30000;;;;;;;
roadkill;RoadKill;GC;01/01/2003;Action;midwaygames;Midway Games;20000;10000;0;0;30000;64;12;;;terminalreality;Terminal Reality;M
thelegendofheroesiiisongoftheocean;The Legend of Heroes III: Song of the Ocean;PSP;01/01/2006;Role-Playing;namcobandaigames;Namco Bandai Games;30000;0;0;0;30000;58;17;6.1;7;microvision;Microvision;E10+
combatmissionshockforce;Combat Mission: Shock Force;PC;01/01/2007;Strategy;paradoxinteractive;Paradox Interactive;0;30000;0;0;30000;62;15;3.3;86;bigtimesoftware;Big Time Software;T
topgunhardlock;Top Gun: Hard Lock;PS3;01/01/2012;Action;505games;505 Games;0;20000;0;10000;30000;;;7.8;11;505games;505 Games;T
aliascarnivalsacrament;Alia's Carnival! Sacrament;PSV;01/01/2015;Adventure;dramaticcreate;dramatic create;0;0;30000;0;30000;;;;;;;
f12002;F1 2002;GC;01/01/2002;Racing;electronicarts;Electronic Arts;20000;10000;0;0;30000;72;7;7.8;4;easports;EA Sports;E
mushihimesamafutariver15;Mushihimesama Futari Ver 1.5;X360;01/01/2009;Shooter;cave;Cave;0;0;30000;0;30000;;;;;;;
pocketfighter;Pocket Fighter;SAT;01/01/1998;Fighting;capcom;Capcom;0;0;30000;0;30000;;;;;;;
toarumajutsunokagakunoensemble;Toaru Majutsu no Kagaku no Ensemble;PSP;01/01/2013;Adventure;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
ojyousamaexpress;Ojyousama Express;SAT;01/01/1998;Strategy;mediaworks;Media Works;0;0;30000;0;30000;;;;;;;
starskyhutch;Starsky & Hutch;GBA;01/01/2003;Racing;empireinteractive;Empire Interactive;20000;10000;0;0;30000;;;;;;;
sittingducks;Sitting Ducks;GBA;01/01/2003;Platform;lspgames;LSP Games;20000;10000;0;0;30000;35;6;;;lsp;LSP;E
brothersconflictbrilliantblue;Brothers Conflict: Brilliant Blue;PSP;01/01/2013;Adventure;ideafactory;Idea Factory;0;0;30000;0;30000;;;;;;;
garfieldataleoftwokitties;Garfield: A Tale of Two Kitties;DS;01/01/2006;Platform;gamefactory;Game Factory;30000;0;0;0;30000;59;7;;;twotribes;Two Tribes;E
menofwar;Men of War;PC;01/01/2009;Strategy;505games;505 Games;10000;20000;0;0;30000;80;22;8.1;136;bestway;Best Way;M
eyeshield21fieldsaikyounosenshitachi;Eyeshield 21: Field Saikyou no Senshi Tachi;Wii;01/01/2007;Role-Playing;nintendo;Nintendo;0;0;30000;0;30000;;;;;;;
fullmetalalchemistbrotherhood;Fullmetal Alchemist: Brotherhood;PSP;;Action;unknown;Unknown;0;0;30000;0;30000;;;;;;;
badapplewars;Bad Apple Wars;PSV;01/01/2015;Action;ideafactory;Idea Factory;0;0;30000;0;30000;;;;;otomate;Otomate;
toloverutroublewakuwakurinkangakkouhen;To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen;DS;01/01/2008;Adventure;marvelousinteractive;Marvelous Interactive;0;0;30000;0;30000;;;;;;;
housemd;House M.D.;DS;01/01/2010;Adventure;mindscape;Mindscape;20000;0;0;0;30000;;;;;legacyinteractive;Legacy Interactive;T
thinksmartfamily;thinkSMART FAMILY!;Wii;01/01/2010;Misc;conspiracyentertainment;Conspiracy Entertainment;30000;0;0;0;30000;;;;;mentorinteractive;Mentor Interactive;E
ultimateblockparty;Ultimate Block Party;PSP;01/01/2004;Puzzle;505games;505 Games;30000;0;0;0;30000;76;12;;;magicpot;Magicpot;E
lastescortclubkatze;Last Escort: Club Katze;PSP;01/01/2010;Adventure;d3publisher;D3Publisher;0;0;30000;0;30000;;;;;;;
renairevenge;Renai Revenge;PSV;01/01/2015;Adventure;tgl;TGL;0;0;30000;0;30000;;;;;;;
stackedwithdanielnegreanu;Stacked with Daniel Negreanu;XB;01/01/2006;Misc;myelinmedia;Myelin Media;20000;10000;0;0;30000;61;20;;;5000ft;5000ft;T
mahjong300;Mahjong 300;DS;01/01/2011;Puzzle;avanquest;Avanquest;0;30000;0;0;30000;;;;;;;
shinkoihimemusouotomeryouransangokushiengiweihen;Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen;PSP;01/01/2010;Adventure;yeti;Yeti;0;0;30000;0;30000;;;;;;;
konamiclassicsseriesarcadehits;Konami Classics Series: Arcade Hits;DS;01/01/2007;Misc;konamidigitalentertainment;Konami Digital Entertainment;10000;0;20000;0;30000;76;29;;;m2;M2;E10+
wrc5fiaworldrallychampionship;WRC 5: FIA World Rally Championship;PSV;01/01/2015;Sports;bigbeninteractive;Bigben Interactive;0;20000;0;10000;30000;;;;;;;
infinitestratos2ignitionhearts;Infinite Stratos 2: Ignition Hearts;PSV;01/01/2014;Adventure;5pb;5pb;0;0;30000;0;30000;;;;;;;
otometekikoikakumeiloverevo;Otometeki Koi Kakumei * Love Revo;PS2;01/01/2006;Adventure;interchannel;Interchannel;0;0;30000;0;30000;;;;;;;
guitarheroworldtour;Guitar Hero: World Tour;PC;01/01/2009;Misc;aspyr;Aspyr;0;30000;0;10000;30000;;;7.8;9;neversoftentertainment;Neversoft Entertainment;T
supermeatboyultraedition;Super Meat Boy: Ultra Edition!;PC;01/01/2011;Platform;unknown;Unknown;0;20000;0;10000;30000;;;;;;;
drmuto;Dr. Muto;GC;01/01/2002;Platform;midwaygames;Midway Games;20000;10000;0;0;30000;63;6;;;midway;Midway;T
superheroinechronicle;Super Heroine Chronicle;PS3;01/01/2014;Role-Playing;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
otomediusgorgeous;Otomedius Gorgeous;X360;01/01/2008;Shooter;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
eggmaniaeggstrememadness;Egg Mania: Eggstreme Madness;PS2;01/01/2002;Puzzle;kemco;Kemco;20000;10000;0;0;30000;64;8;;;kemco;Kemco;E
alterego;Alter Ego;PC;01/01/1985;Simulation;activision;Activision;0;30000;0;10000;30000;59;9;5.8;19;vivamediavivamediallc;Viva Media, Viva Media, LLC;T
kinironocorda3;Kiniro no Corda 3;PS2;01/01/2010;Adventure;tecmokoei;Tecmo Koei;0;0;30000;0;30000;;;;;;;
zeroescapevirtueslastreward;Zero Escape: Virtue's Last Reward;3DS;01/01/2012;Adventure;risingstargames;Rising Star Games;30000;0;0;0;30000;88;15;8.8;188;chunsoft;ChunSoft;M
darkstalkersresurrection;Darkstalkers Resurrection;PS3;01/01/2013;Fighting;capcom;Capcom;0;0;30000;0;30000;80;33;7.3;27;irongalaxystudios;Iron Galaxy Studios;T
transformersdevastation;Transformers: Devastation;PC;01/01/2015;Action;activision;Activision;0;30000;0;0;30000;74;9;7.6;56;platinumgames;PlatinumGames;T
motogp15;MotoGP 15;XOne;01/01/2015;Racing;milestonesrl;Milestone S.r.l.;0;30000;0;0;30000;65;9;;;milestonesrl;Milestone S.r.l;
highschoolterrastory;Highschool Terra Story;SAT;01/01/1998;Adventure;kid;KID;0;0;30000;0;30000;;;;;;;
summerathleticstheultimatechallenge;Summer Athletics: The Ultimate Challenge;X360;01/01/2008;Sports;dtpentertainment;DTP Entertainment;20000;10000;0;0;30000;48;10;;;49games;49Games;E
thegolfclub;The Golf Club;XOne;01/01/2014;Sports;unknown;Unknown;30000;0;0;0;30000;64;15;5.4;59;hbstudiosmultimedia;HB Studios Multimedia;E
emergencydisasterrescuesquad;Emergency! Disaster Rescue Squad;DS;01/01/2009;Simulation;destineer;Destineer;30000;0;0;0;30000;;;;;;;
neverwinternights;Neverwinter Nights;PC;01/01/2002;Role-Playing;atari;Atari;0;30000;0;0;30000;91;34;8.2;490;bioware;BioWare;T
suggoiarcanaheart2;Suggoi! Arcana Heart 2;PS2;01/01/2009;Fighting;aqinteractive;AQ Interactive;0;0;30000;0;30000;;;;;;;
crazymachines;Crazy Machines;DS;01/01/2008;Puzzle;dtpentertainment;DTP Entertainment;0;30000;0;0;30000;;;;;;;
ebikorephotokanokiss;Ebikore Photo Kano Kiss ;PSV;01/01/2015;Action;kadokawagames;Kadokawa Games;0;0;30000;0;30000;;;;;;;
eastindiacompanycollection;East India Company Collection;PC;01/01/2010;Misc;paradoxinteractive;Paradox Interactive;0;30000;0;0;30000;;;;;nitrogames;Nitro Games;T
mothergoosenohimitsunoyakata;Mother Goose no Himitsu no Yakata;PSP;01/01/2011;Adventure;quinrose;Quinrose;0;0;30000;0;30000;;;;;;;
fastfuriousshowdown;Fast & Furious: Showdown;X360;01/01/2013;Action;activision;Activision;0;30000;0;0;30000;;;;;;;
winningpost72009;Winning Post 7 2009;PSP;01/01/2009;Sports;tecmokoei;Tecmo Koei;0;0;30000;0;30000;;;;;;;
puzzleactiontantr;Puzzle & Action: Tant-R;GEN;01/01/1994;Misc;sega;Sega;0;0;30000;0;30000;;;;;;;
codelyokoquestforinfinity;Code Lyoko: Quest for Infinity;PSP;01/01/2008;Action;gamefactory;Game Factory;30000;0;0;0;30000;;;;;nekoentertainment;Neko Entertainment;E10+
thevoice;The Voice;PS3;01/01/2014;Action;activision;Activision;20000;0;0;10000;30000;;;;;activision;Activision;
digimonworld4;Digimon World 4;XB;01/01/2005;Role-Playing;atari;Atari;20000;10000;0;0;30000;54;5;8.8;4;bandai;Bandai;E
guiltygearxxaccentcoreplus;Guilty Gear XX Accent Core Plus;Wii;01/01/2009;Fighting;pqube;PQube;10000;20000;0;0;30000;76;10;7.3;9;arcsystemworks;Arc System Works;T
kekkaishikokubouroushuurai;Kekkaishi: Kokubourou Shuurai;DS;01/01/2008;Action;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
galleonislandsofmystery;Galleon: Islands of Mystery;XB;01/01/2004;Action;sci;SCi;20000;10000;0;0;30000;67;40;7;10;confoundingfactor;Confounding Factor;T
montessorimusic;Montessori Music;DS;01/01/2008;Misc;oxygeninteractive;Oxygen Interactive;10000;20000;0;0;30000;;;;;will;Will;E
worldsportscompetition;World Sports Competition;PS3;01/01/2009;Sports;hudsonsoft;Hudson Soft;20000;0;0;10000;30000;;;;;;;
shugocharaamunonijirocharachange;Shugo Chara! Amunonijiro Chara Change;DS;01/01/2008;Action;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
renai0kilometer;Renai 0 Kilometer;PSP;01/01/2013;Adventure;alchemist;Alchemist;0;0;30000;0;30000;;;;;;;
sunnygarciasurfing;Sunny Garcia Surfing;PS2;01/01/2001;Sports;ubisoft;Ubisoft;20000;10000;0;0;30000;61;11;7.9;7;kromestudios;Krome Studios;E
fareastofedenshinden;Far East of Eden Shinden;NG;01/01/1995;Fighting;hudsonsoft;Hudson Soft;0;0;30000;0;30000;;;;;;;
tanteijinguujisaburodskienaikokoro;Tantei Jinguuji Saburo DS: Kienai Kokoro;DS;01/01/2008;Adventure;arcsystemworks;Arc System Works;0;0;30000;0;30000;;;;;;;
lockonmodernaircombat;Lock On: Modern Air Combat;PC;01/01/2003;Simulation;ubisoft;Ubisoft;0;30000;0;10000;30000;76;20;7.5;549;eagledynamics;Eagle Dynamics;E
motorhead;MotorHead;PS;01/01/1998;Racing;gremlininteractiveltd;Gremlin Interactive Ltd;20000;10000;0;0;30000;;;;;;;
maxthemagicmarker;Max & the Magic Marker;Wii;01/01/2011;Platform;unknown;Unknown;0;30000;0;0;30000;;;;;;;
aonokanatanofourrhythm;Ao no Kanata no Four Rhythm;PSV;01/01/2016;Adventure;unknown;Unknown;0;0;30000;0;30000;;;;;;;
stormlover;StormLover;PSP;01/01/2010;Adventure;d3publisher;D3Publisher;0;0;30000;0;30000;;;;;;;
gloriaunion;Gloria Union;PSP;01/01/2011;Role-Playing;atlus;Atlus;0;0;30000;0;30000;;;;;;;
gensousuikodeniii;Gensou Suikoden I & II;PSP;01/01/2006;Role-Playing;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
wormswmd;Worms: WMD;PS4;01/01/2016;Action;soldout;Sold Out;10000;20000;0;0;30000;78;23;7.6;19;team17;Team 17;E10+
shaunwhiteskateboarding;Shaun White Skateboarding;PC;01/01/2010;Sports;ubisoft;Ubisoft;0;30000;0;10000;30000;;;7.3;6;ubisoftmontreal;Ubisoft Montreal;T
eyeshield21devilbatsdevildays;Eyeshield 21: DevilBats DevilDays;GBA;01/01/2006;Role-Playing;nintendo;Nintendo;0;0;30000;0;30000;;;;;;;
gotouchitetsudougotouchicharatonihonzenkokunotabi;Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi;WiiU;01/01/2014;Misc;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
jyuzaengiengetsusangokuden;Jyuzaengi: Engetsu Sangokuden;PSP;01/01/2012;Action;ideafactory;Idea Factory;0;0;30000;0;30000;;;;;;;
ratatouille;Ratatouille;PC;01/01/2007;Action;thq;THQ;10000;10000;0;0;30000;;;7.9;9;asobostudio;Asobo Studio;E
shinsangokumusouonlinekamishouranbu;Shin Sangoku Musou Online: Kamishou Ranbu;PS3;01/01/2010;Action;tecmokoei;Tecmo Koei;0;0;30000;0;30000;;;;;;;
rabbidsland;Rabbids Land;WiiU;01/01/2012;Misc;ubisoft;Ubisoft;10000;10000;0;0;30000;52;26;5.2;29;ubisoftparis;Ubisoft Paris;E10+
dancingbladeiitearsofeden;Dancing Blade II: Tears of Eden;PS;01/01/1999;Adventure;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
kokoronokokoron;Kokoro no Kokoron;DS;01/01/2011;Misc;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
hiironokakera3aoikuronokusabi;Hiiro no Kakera 3: Aoikuro no Kusabi;PS2;01/01/2008;Adventure;ideafactory;Idea Factory;0;0;30000;0;30000;;;;;;;
beatmaniaiidx13distorted;BeatMania IIDX 13: DistorteD;PS2;01/01/2007;Simulation;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
guildwars;Guild Wars;PC;01/01/2005;Role-Playing;ncsoft;NCSoft;30000;0;0;0;30000;89;53;8.4;455;arenanet;ArenaNet;T
gogohypergrind;Go! Go! Hypergrind;GC;01/01/2003;Sports;atlus;Atlus;20000;10000;0;0;30000;;;;;;;
greatedoblacksmith;Great Edo Blacksmith;PSV;01/01/2014;Adventure;nipponichisoftware;Nippon Ichi Software;0;0;30000;0;30000;;;;;;;
keshisasukunbattlekastival;Keshisasu-Kun: Battle Kas-tival;DS;01/01/2010;Action;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
kaidanrestaurantzokushinmenu100sen;Kaidan Restaurant: Zoku! Shin Menu 100-Sen;DS;01/01/2011;Misc;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
peakperformance;Peak Performance;PS;01/01/1997;Racing;jvc;JVC;20000;10000;0;0;30000;;;;;;;
takeonhelicopters;Take On Helicopters;PC;01/01/2011;Simulation;unknown;Unknown;0;20000;0;10000;30000;70;10;6.7;28;bohemiainteractive;Bohemia Interactive;T
youngjusticelegacy;Young Justice: Legacy;3DS;01/01/2013;Action;namcobandaigames;Namco Bandai Games;30000;0;0;0;30000;;;7.1;7;farsightstudios;Farsight Studios;E10+
kyokugendasshutsuadvzenninshiboudesu;Kyokugen Dasshutsu ADV: Zennin Shiboudesu;3DS;01/01/2012;Adventure;chunsoft;ChunSoft;0;0;30000;0;30000;;;;;;;
dokidokimajoshinpan2;DokiDoki Majo Shinpan! 2;DS;01/01/2008;Adventure;snkplaymore;SNK Playmore;0;0;30000;0;30000;;;;;;;
slaisteellancerarenainternational;S.L.A.I.: Steel Lancer Arena International;PS2;01/01/2005;Simulation;konamidigitalentertainment;Konami Digital Entertainment;10000;10000;0;0;30000;66;16;7.8;10;genki;Genki;T
freakyflyers;Freaky Flyers;XB;01/01/2003;Racing;midwaygames;Midway Games;20000;10000;0;0;30000;64;22;;;midway;Midway;T
nacholibre;Nacho Libre;DS;01/01/2006;Action;majescoentertainment;Majesco Entertainment;30000;0;0;0;30000;56;6;5.8;6;budcat;BudCat;E10+
powerrangerssupermegaforce;Power Rangers Super Megaforce ;3DS;01/01/2014;Action;namcobandaigames;Namco Bandai Games;10000;10000;0;0;30000;43;7;;;bandainamcogames;Bandai Namco Games;E10+
homeworld2;Homeworld 2;PC;01/01/2003;Strategy;vivendigames;Vivendi Games;0;30000;0;0;30000;83;31;8.3;128;relic;Relic;T
zoboomafooleapinlemurs;Zoboomafoo: Leapin' Lemurs!;PS;01/01/2001;Action;encore;Encore;20000;10000;0;0;30000;;;;;;;
rayman3hoodlumhavoc;Rayman 3: Hoodlum Havoc;PC;01/01/2003;Platform;ubisoft;Ubisoft;0;30000;0;0;30000;74;8;8.3;70;ubisoft;Ubisoft;E
dennousenkivirtualonforce;Dennou Senki Virtual-On Force;X360;01/01/2010;Fighting;sega;Sega;0;0;30000;0;30000;;;;;;;
rugby15;Rugby 15;X360;01/01/2015;Sports;bigbeninteractive;Bigben Interactive;0;30000;0;0;30000;;;;;hbstudiosmultimedia;HB Studios Multimedia;E
nettoupowerfulkoushien;Nettou! Powerful Koushien;DS;01/01/2010;Sports;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
graffitikingdom;Graffiti Kingdom;PS2;01/01/2004;Role-Playing;505games;505 Games;10000;10000;0;0;30000;71;27;7.1;12;taitocorporation;Taito Corporation;E
kingarthurii;King Arthur II;PC;01/01/2011;Strategy;paradoxinteractive;Paradox Interactive;0;30000;0;0;30000;;;;;;;
armoredcoreslsilentlineportable;Armored Core SL: Silent Line Portable;PSP;01/01/2009;Simulation;fromsoftware;From Software;0;0;30000;0;30000;;;;;;;
looneytunesgalacticsports;Looney Tunes: Galactic Sports;PSV;01/01/2015;Action;sonycomputerentertainment;Sony Computer Entertainment;0;20000;0;10000;30000;;;;;virtualtoys;Virtual Toys;
toloverutroubledokidokirinkaigakkouhen;To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen;PSP;01/01/2008;Adventure;marvelousinteractive;Marvelous Interactive;0;0;30000;0;30000;;;;;;;
combatelitewwiiparatroopers;Combat Elite: WWII Paratroopers;XB;;Shooter;unknown;Unknown;20000;10000;0;0;30000;56;11;;;battleborne;BattleBorne;T
lethalenforcersiii;Lethal Enforcers I & II;PS;01/01/1996;Shooter;konamidigitalentertainment;Konami Digital Entertainment;20000;10000;0;0;30000;;;;;;;
bubblebobbleevolution;Bubble Bobble Evolution;PSP;01/01/2006;Puzzle;risingstargames;Rising Star Games;30000;0;0;0;30000;47;5;;;opus;Opus;E
klonoa2dreamchamptournament;Klonoa 2: Dream Champ Tournament;GBA;01/01/2002;Platform;namcobandaigames;Namco Bandai Games;20000;10000;0;0;30000;78;20;9.3;6;namco;Namco;E
whowantstobeamillionaire1stedition;Who Wants to be a Millionaire: 1st Edition;DS;01/01/2007;Misc;ubisoft;Ubisoft;0;30000;0;0;30000;;;;;;;
n;N+;PSP;01/01/2007;Platform;atari;Atari;30000;0;0;0;30000;79;21;7.8;18;metanetsoftwareincsilverbirchstudios;Metanet Software Inc., SilverBirch Studios;E
minnanogolfjouvol1;Minna no Golf Jou Vol.1;PSP;01/01/2007;Sports;sonycomputerentertainment;Sony Computer Entertainment;0;0;30000;0;30000;;;;;;;
ducatiworldracingchallenge;Ducati World Racing Challenge;PS;01/01/2001;Racing;acclaimentertainment;Acclaim Entertainment;20000;10000;0;0;30000;68;7;;;attentiontodetail;Attention To Detail;E
supercollapseii;Super Collapse! II;GBA;01/01/2004;Puzzle;majescoentertainment;Majesco Entertainment;20000;10000;0;0;30000;;;;;;;
popnmusic14fever;Pop'n Music 14 Fever!;PS2;01/01/2007;Misc;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
goldennuggetcasinotexasholdemdoublepack;Golden Nugget Casino / Texas Hold 'Em Double Pack;GBA;01/01/2005;Misc;majescoentertainment;Majesco Entertainment;20000;10000;0;0;30000;;;;;;;
judienoatelierguramnatnorenkinjutsutorawarenomorito;Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito;PSP;01/01/2010;Role-Playing;gust;Gust;0;0;30000;0;30000;;;;;;;
luxpainjpsales;Lux-Pain (JP sales);DS;01/01/2008;Adventure;risingstargames;Rising Star Games;0;0;30000;0;30000;;;;;;;
smashingdrive;Smashing Drive;GBA;01/01/2004;Racing;zoodigitalpublishing;Zoo Digital Publishing;20000;10000;0;0;30000;;;;;raylightstudios;Raylight Studios;E
awayshuffledungeon;Away: Shuffle Dungeon;DS;01/01/2008;Role-Playing;majescoentertainment;Majesco Entertainment;20000;0;0;0;30000;65;17;;;mistwalkerartoon;Mistwalker, Artoon;E10+
bigmountain2000;Big Mountain 2000;N64;01/01/1998;Sports;imagineer;Imagineer;20000;10000;0;0;30000;;;;;;;
starshotspacecircusfever;Starshot: Space Circus Fever;N64;01/01/1998;Platform;infogrames;Infogrames;20000;10000;0;0;30000;;;;;;;
charlieblaststerritory;Charlie Blasts Territory;N64;01/01/1999;Action;kemco;Kemco;20000;10000;0;0;30000;;;;;;;
senkonorondeduo;Senko no Ronde DUO;X360;01/01/2010;Fighting;grev;G.Rev;0;0;30000;0;30000;;;;;;;
knightsofhonor;Knights of Honor;PC;01/01/2004;Strategy;sunflowers;Sunflowers;0;20000;0;10000;30000;77;26;9.1;89;blackseastudios;Black Sea Studios;E10+
cimatheenemy;CIMA: The Enemy;GBA;01/01/2003;Role-Playing;marvelousinteractive;Marvelous Interactive;20000;10000;0;0;30000;70;11;;;neverland;Neverland;E
tokimekimemorialgirlsside1stloveplus;Tokimeki Memorial Girl's Side 1st Love Plus;DS;01/01/2009;Adventure;konamidigitalentertainment;Konami Digital Entertainment;0;0;30000;0;30000;;;;;;;
theinnerworld;The Inner World;PC;01/01/2013;Adventure;headupgames;Headup Games;0;30000;0;0;30000;72;18;8.1;48;headupgames;Headup Games;
katekyoohitmanrebornkizunanotagbattle;Katekyoo Hitman Reborn! Kizuna no Tag Battle;PSP;01/01/2010;Fighting;marvelousinteractive;Marvelous Interactive;0;0;30000;0;30000;;;;;;;
codegeasshangyakunolelouch;Code Geass: Hangyaku no Lelouch;DS;01/01/2007;Action;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
terraria;Terraria;WiiU;01/01/2016;Action;505games;505 Games;0;30000;0;0;30000;;;6.9;7;enginesoftwarerelogic;Engine Software, Re-Logic;T
hudsonxgreeeenlivedeeees;Hudson x GReeeeN Live!? DeeeeS!?;DS;01/01/2010;Misc;hudsonsoft;Hudson Soft;0;0;30000;0;30000;;;;;;;
daibakushoujinseigekijou;Daibakushou: Jinsei Gekijou;SNES;01/01/1995;Misc;taito;Taito;0;0;30000;0;30000;;;;;;;
marblemadnessklax;Marble Madness / Klax;GBA;01/01/2005;Puzzle;zoodigitalpublishing;Zoo Digital Publishing;20000;10000;0;0;30000;;;;;framestudiosinteractive;Frame Studios Interactive;E
downstreampanic;Downstream Panic!;PSP;01/01/2008;Action;atari;Atari;30000;0;0;0;30000;;;;;;;
suzumiyaharuhinochokuretsu;Suzumiya Haruhi no Chokuretsu;DS;01/01/2009;Adventure;sega;Sega;0;0;30000;0;30000;;;;;;;
djmaxportable3;DJ Max Portable 3;PSP;01/01/2010;Misc;cyberfront;CyberFront;10000;0;20000;0;30000;;;4.6;9;pmstudiosincpentavisionentertainment;PM Studios Inc., Pentavision Entertainment;E10+
bootcampacademy;Boot Camp Academy;Wii;01/01/2010;Action;zoogames;Zoo Games;30000;0;0;0;30000;;;;;ubisoft;Ubisoft;E10+
theidolmastergravureforyouvol5;The Idolmaster: Gravure For You! Vol. 5;PS3;01/01/2012;Misc;namcobandaigames;Namco Bandai Games;0;0;30000;0;30000;;;;;;;
sykrenshouden;S.Y.K Renshouden;PS2;01/01/2010;Adventure;ideafactory;Idea Factory;0;0;30000;0;30000;;;;;;;
empireearthii;Empire Earth II;PC;01/01/2005;Strategy;vivendigames;Vivendi Games;0;30000;0;0;30000;79;39;7.1;89;maddocsoftware;Mad Doc Software;T
hiironokakerashintamayorihimedenshoupieceoffuture;Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future;PSP;01/01/2011;Adventure;ideafactory;Idea Factory;0;0;30000;0;30000;;;;;;;
petalienanintergalacticpuzzlepalooza;Pet Alien: An Intergalactic Puzzlepalooza;DS;01/01/2007;Action;gamefactory;Game Factory;30000;0;0;0;30000;58;16;;;shinen;Shin'en;E
nectarismilitarymadness;Nectaris: Military Madness;PS;01/01/1998;Strategy;hudsonsoft;Hudson Soft;20000;10000;0;0;30000;;;;;;;
galaxyangeliimugenkairounokagi;Galaxy Angel II: Mugen Kairou no Kagi;PS2;01/01/2007;Strategy;broccoli;Broccoli;0;0;30000;0;30000;;;;;;;
dcifdacapoinnocentfinale;D.C.I.F.: Da Capo Innocent Finale;PS2;01/01/2009;Adventure;sweets;Sweets;0;0;30000;0;30000;;;;;;;
konpekinokantai;Konpeki no Kantai;SNES;01/01/1995;Strategy;angelstudios;Angel Studios;0;0;30000;0;30000;;;;;;;
whowantstobeamillionaire1stedition;Who Wants to be a Millionaire: 1st Edition;Wii;01/01/2007;Misc;ubisoft;Ubisoft;0;30000;0;0;30000;;;;;;;
brahmaforcetheassaultonbeltlogger9;BRAHMA Force: The Assault on Beltlogger 9;PS;01/01/1996;Shooter;jvc;JVC;20000;10000;0;0;30000;;;;;;;
tenkabito;Tenka-bito;PS2;01/01/2006;Strategy;sega;Sega;0;0;30000;0;30000;;;;;;;
hotpixel;Hot Pixel;PSP;01/01/2007;Puzzle;atari;Atari;30000;0;0;0;30000;55;35;6.5;6;zslide;zSlide;T
doodlehex;Doodle Hex;DS;01/01/2008;Puzzle;pinnacle;Pinnacle;0;30000;0;0;30000;68;14;;;tragnarionstudios;Tragnarion Studios;
